Id,SalePrice
1461,126913.77801571997
1462,157200.00732432058
1463,165716.15809767338
1464,157551.71383277376
1465,137008.5340369857
1466,147783.62185018146
1467,149092.85846736314
1468,133561.22427258475
1469,160469.51778630484
1470,117377.65716624004
1471,132459.22998949746
1472,94397.95301458314
1473,85298.61281465815
1474,119506.43982570259
1475,85275.11493062109
1476,290370.0491819497
1477,180372.54793306685
1478,193537.733495533
1479,209843.17466396355
1480,399341.6304582803
1481,297628.3478725799
1482,141995.40169784322
1483,158327.82256973902
1484,111360.10128414456
1485,127393.19010050688
1486,155543.1634085748
1487,334520.7315313605
1488,174065.71030188876
1489,139703.9135362722
1490,167211.44504191962
1491,140914.92513520713
1492,114629.48037473053
1493,176002.9364844939
1494,255960.13901704087
1495,269970.103026909
1496,150944.08277465074
1497,129380.71238340119
1498,107417.69767229579
1499,106628.35146160531
1500,107608.7922656325
1501,117808.90705654692
1502,100951.03096509923
1503,218022.1465559413
1504,164202.20958767002
1505,178626.5183264889
1506,184436.62616085657
1507,239972.35148360382
1508,173807.04960506683
1509,127014.74521911055
1510,134134.96493468995
1511,129060.24103711554
1512,161815.67413046025
1513,131583.78530051437
1514,155942.03779167455
1515,214878.97242017835
1516,132248.92375142695
1517,120033.66291170233
1518,156712.32985142703
1519,159795.41486836714
1520,110033.74720567887
1521,118549.01273340247
1522,143544.56001657178
1523,110364.74969325979
1524,105697.001557738
1525,112549.21718733529
1526,108477.89029332118
1527,104389.78359297581
1528,115915.07991039836
1529,124619.74278521017
1530,169971.2505979173
1531,114277.26291957492
1532,96529.9818700368
1533,128601.51937110451
1534,102486.23523029937
1535,142542.17655731755
1536,120867.24878325312
1537,102828.31412885332
1538,133780.63132158804
1539,196077.87139529272
1540,207667.7112805844
1541,124449.80512059983
1542,119174.03658990478
1543,227583.8228779125
1544,86966.94215412166
1545,98527.28048860445
1546,102429.99104472282
1547,113619.40287109537
1548,106242.473145309
1549,107928.40789585453
1550,117394.9644806458
1551,100020.89850735661
1552,168330.53984611772
1553,148362.56740076162
1554,95127.96649785707
1555,177051.63229179624
1556,126370.06413921992
1557,141560.53867864926
1558,88161.99423990684
1559,133371.61704895008
1560,125129.66962183539
1561,191721.37387134443
1562,112077.27075538601
1563,109452.31777217431
1564,144562.5011070043
1565,132076.20513787965
1566,192097.37428055346
1567,105695.52361646939
1568,207689.8917535873
1569,142567.1128753095
1570,117158.75625418009
1571,104439.3188459886
1572,120941.57329365218
1573,165429.82453401585
1574,140680.81200052108
1575,170382.01946213693
1576,174222.89237353072
1577,137439.87748250048
1578,122148.52730388619
1579,126960.49755502332
1580,148190.04997643206
1581,141090.80947605486
1582,118195.9913265446
1583,216097.06538834443
1584,236168.48298463196
1585,108612.91463278467
1586,96373.44333854366
1587,95291.09383735598
1588,129867.45752732751
1589,118477.35989138279
1590,97283.4250620809
1591,94442.3576630052
1592,106859.18753790071
1593,112932.45264887594
1594,199590.66351268956
1595,137890.70575955283
1596,259634.64659604622
1597,239877.20979400532
1598,133060.14962183582
1599,107693.14619435724
1600,119276.41858759722
1601,89888.96316746117
1602,121010.51709150527
1603,109879.0849450078
1604,170395.8151536383
1605,164043.8503961717
1606,145171.66971849528
1607,252586.17120342204
1608,153378.6990290637
1609,135865.26883291526
1610,122130.40966771016
1611,134206.9647008374
1612,138937.56959208276
1613,157171.915932548
1614,105303.49319501956
1615,92873.71775400787
1616,86214.14929879516
1617,86540.56685291659
1618,94452.24334893985
1619,133194.32556582754
1620,251764.29471302312
1621,115485.59596196514
1622,134416.7804659961
1623,189449.35163274553
1624,185214.36946591974
1625,117319.14536172907
1626,140322.6172182769
1627,158405.69989378628
1628,228056.4990835288
1629,124238.65653963419
1630,329282.572301038
1631,152613.48042882982
1632,172677.16975674898
1633,124906.02582546837
1634,151929.38971599351
1635,130388.94979922402
1636,132792.65521651504
1637,214477.2830871898
1638,208999.68106190304
1639,170513.86120585934
1640,249259.2967003397
1641,139825.08744325343
1642,142189.55162510785
1643,155557.1558141053
1644,159867.84223029937
1645,177398.05221354595
1646,117548.22456425906
1647,126916.38668096754
1648,125772.98741068675
1649,107515.98167748062
1650,110907.94583525033
1651,112401.0733221954
1652,84113.49855697935
1653,81710.21671835304
1654,117885.16206916134
1655,101598.68813508224
1656,115862.71016058583
1657,117885.16206916134
1658,117712.37700651972
1659,88617.77601798839
1660,121753.11189958321
1661,330671.6720307936
1662,287233.06680317526
1663,297190.92833592196
1664,381738.38299581665
1665,219220.75203693548
1666,209050.52892392973
1667,313156.9783562522
1668,202227.11853489152
1669,180887.47093620064
1670,216777.5647137426
1671,220955.94126765136
1672,343932.15630711295
1673,265203.6486593511
1674,186863.59685833726
1675,144409.24791410097
1676,140333.9205067694
1677,157674.62108270527
1678,389198.7807692382
1679,335769.5939064441
1680,210688.27939845613
1681,142940.08252459907
1682,217046.92612814484
1683,127973.6282010878
1684,129450.93564378264
1685,126349.05911994033
1686,109118.71726001904
1687,122130.40966771016
1688,148531.81915899686
1689,153138.15189623783
1690,133700.2001395883
1691,124539.94993976729
1692,177336.39875719987
1693,119680.58674983849
1694,137804.82078469952
1695,120552.47537940221
1696,249041.5232091594
1697,120593.1891282884
1698,316213.1958274215
1699,289685.6677354053
1700,242030.860080903
1701,253461.69071961602
1702,192413.49146001486
1703,181160.30789802954
1704,181993.70853439823
1705,160693.36453187623
1706,307941.3798706833
1707,151123.20233091727
1708,157873.95160515103
1709,208309.63975054302
1710,148524.62987737055
1711,161743.7258010253
1712,200583.9190494137
1713,185564.33513375296
1714,175262.6356304561
1715,143117.02974177527
1716,131899.3906516512
1717,124455.6810398206
1718,118178.49851506203
1719,155080.95532367876
1720,169146.45408953688
1721,144055.1847436046
1722,117250.71024755582
1723,121265.24033883105
1724,134642.79180386377
1725,214347.59660461685
1726,146343.3694680342
1727,133607.9098891509
1728,130092.573293387
1729,117239.10819546109
1730,111111.95622979838
1731,113018.38014140008
1732,124644.23034717263
1733,114951.13360343693
1734,109850.65355130905
1735,102623.14575831132
1736,100916.62610539759
1737,293708.4653176745
1738,178491.29771210428
1739,270029.28355231456
1740,167687.18537221625
1741,128288.05114941274
1742,117808.90705654692
1743,116298.92096669294
1744,215770.22165922198
1745,226791.98620289363
1746,207314.1256113583
1747,200652.78099686286
1748,228890.05932006854
1749,148550.27128922322
1750,114850.67866582243
1751,228850.816474406
1752,95778.65943857908
1753,162342.5771326532
1754,219018.4227234863
1755,142969.69294979898
1756,116910.9585242692
1757,100719.52595975934
1758,128355.14322274328
1759,144931.20176116476
1760,153749.4293303443
1761,144143.13106587276
1762,196969.29276986822
1763,129913.5401626257
1764,104787.82430109307
1765,180635.00601361878
1766,160306.60593155192
1767,190939.0206578002
1768,121232.71471759048
1769,152527.63729507368
1770,105287.63021277785
1771,117371.72997280266
1772,130716.4719878856
1773,131182.14116693466
1774,175758.1083078523
1775,106396.18690657384
1776,126778.59418861827
1777,97272.81684247941
1778,107900.38120948711
1779,112442.06951485065
1780,124768.77623868384
1781,120804.37231951416
1782,83038.03671361707
1783,131175.42537155497
1784,98863.61370534546
1785,114293.4575062385
1786,194366.14989114765
1787,120188.24625967204
1788,78871.49612563816
1789,104129.41740567122
1790,94829.46355154281
1791,263593.5208018253
1792,132268.40184061293
1793,122503.26959718748
1794,111416.43538531363
1795,111554.04778224298
1796,93184.29875297906
1797,124394.90054136858
1798,104009.17485150819
1799,95006.03968106055
1800,101027.74924325643
1801,124194.69774364553
1802,118538.96819012173
1803,135506.67883818876
1804,114030.85375138522
1805,109644.46009029215
1806,99999.2060119042
1807,146120.50523064012
1808,107653.67123265062
1809,109018.246151236
1810,115846.89045407427
1811,119032.60441740318
1812,127500.02777472307
1813,97584.11889274343
1814,102568.48346328465
1815,83463.32816873028
1816,95304.52549782163
1817,121988.86365220844
1818,164471.06619731817
1819,91555.5827318131
1820,83237.55929792074
1821,98733.94479479131
1822,131931.8784606303
1823,90218.81531346987
1824,124302.57185141846
1825,98518.85500805987
1826,90771.93991327325
1827,100383.48830439754
1828,128301.07390519395
1829,132199.54528453344
1830,138510.91943366427
1831,139605.27520962694
1832,194624.41183835303
1833,151510.28777943042
1834,95107.6810251385
1835,131251.33642093238
1836,123063.43422686322
1837,99896.53718023248
1838,122956.26984423213
1839,84237.87847453893
1840,138316.597000011
1841,120824.00579696223
1842,102082.75664604182
1843,133481.6976976346
1844,101691.9747298835
1845,128626.89386441332
1846,133609.4569132864
1847,205691.51700445768
1848,91429.58268846334
1849,110230.62060843433
1850,106628.10453881082
1851,120026.32421946038
1852,119044.93461569717
1853,98760.74649763945
1854,124250.35951823104
1855,121306.95904030082
1856,174436.82330539334
1857,161982.60804260493
1858,161491.91069010776
1859,91148.65284527576
1860,122343.15648123556
1861,90960.85724865206
1862,261067.79819044485
1863,264419.84596222726
1864,264419.84596222726
1865,206649.55980372554
1866,200116.4025859857
1867,169338.05715897135
1868,228880.87066252134
1869,139513.1614039181
1870,157277.49784022482
1871,183972.421990185
1872,135791.91261805609
1873,206773.49875636512
1874,128295.65404922779
1875,158826.08335230823
1876,158541.19357093208
1877,158861.8102698396
1878,178664.88121852113
1879,122814.98100488853
1880,112367.70356904544
1881,192311.089088243
1882,237447.49716955287
1883,152485.3456755677
1884,167248.46171747308
1885,177923.45185910602
1886,234327.2210643218
1887,150931.4637282627
1888,182589.70236684335
1889,131251.59661486803
1890,131614.7421808326
1891,96361.27389704513
1892,91658.40911877507
1893,131476.51157737907
1894,154343.95568183585
1895,130642.73206578052
1896,109468.20711100621
1897,104744.1750417366
1898,104618.35084867336
1899,130402.7142980057
1900,117402.60607504207
1901,152704.64812966707
1902,168237.34559351805
1903,238659.1920122774
1904,125930.94272214003
1905,190384.32082467346
1906,148255.2382935777
1907,207385.82978835062
1908,99631.95156712923
1909,101219.31635214317
1910,99699.78245217711
1911,174959.68532164473
1912,288037.4273151856
